"doc_title","doc_link","geschaeftstitel","geschaeftsnummer"
"Behandlung vom 22.1.97","https://archivportal.tg.ch/","Interpellation Dr. Claudius Graf-Schelling betreffend Steuerreform '99","96/IN 1/1"
"Botschaft vom 28.5.96","https://archivportal.tg.ch/","Gesuch um Bildung einer Politischen Gemeinde Eschlikon und einer Politischen Gemeinde Sirnach","96/BS 1/2"
"Entwurf Regierungsrat","https://archivportal.tg.ch/","Gesuch um Bildung einer Politischen Gemeinde Eschlikon und einer Politischen Gemeinde Sirnach","96/BS 1/2"
"Entwurf Kommission","https://archivportal.tg.ch/","Gesuch um Bildung einer Politischen Gemeinde Eschlikon und einer Politischen Gemeinde Sirnach","96/BS 1/2"
"Beschluss vom 3.7.96","https://archivportal.tg.ch/","Gesuch um Bildung einer Politischen Gemeinde Eschlikon und einer Politischen Gemeinde Sirnach","96/BS 1/2"
"Botschaft vom 18.6.96","https://archivportal.tg.ch/","Gesuch um Bildung einer Politischen Gemeinde Hüttwilen","96/BS 2/3"
"Entwurf Regierungsrat","https://archivportal.tg.ch/","Gesuch um Bildung einer Politischen Gemeinde Hüttwilen","96/BS 2/3"
"Entwurf Kommission","https://archivportal.tg.ch/","Gesuch um Bildung einer Politischen Gemeinde Hüttwilen","96/BS 2/3"
"Beschluss vom 14.8.96","https://archivportal.tg.ch/","Gesuch um Bildung einer Politischen Gemeinde Hüttwilen","96/BS 2/3"
"Botschaft vom 4.6.96","https://archivportal.tg.ch/","Beschluss über die Änderung des Beschlusses des Grossen Rates betreffend Standorte der Mittelschulen vom 21. Oktober 1992 (Aufhebung Untergymnasium)","96/BS 3/4"
"Entwurf Kommission","https://archivportal.tg.ch/","Beschluss über die Änderung des Beschlusses des Grossen Rates betreffend Standorte der Mittelschulen vom 21. Oktober 1992 (Aufhebung Untergymnasium)","96/BS 3/4"
"Beschluss vom 30.9.96","https://archivportal.tg.ch/","Beschluss über die Änderung des Beschlusses des Grossen Rates betreffend Standorte der Mittelschulen vom 21. Oktober 1992 (Aufhebung Untergymnasium)","96/BS 3/4"
"Botschaft vom 18.6.96","https://archivportal.tg.ch/","Beschluss betreffend Verzicht auf die Anpassung des Gesetzes über die Staats- und Gemeindesteuern an den Index der Konsumentenpreise","96/BS 4/5"
"Beschluss vom 28.8.96","https://archivportal.tg.ch/","Beschluss betreffend Verzicht auf die Anpassung des Gesetzes über die Staats- und Gemeindesteuern an den Index der Konsumentenpreise","96/BS 4/5"
"Botschaft vom 18.6.96","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"Übersicht Teilbotschaften","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"Bericht vorberatende Komm.","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"I: Eintreten, 1. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"II: Eintreten, 1. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"III: Eintreten, 1. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"IV: Eintreten, 1. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"I: 2. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"II: 2. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"III: 2. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"IV: 2. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"V: Eintreten, 1. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"VI: Eintreten, 1. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"VIII: Eintreten, 1. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"IX: Beschluss vom 4.11.96","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"I: Redaktionslesung/Schluss","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"I: endgült.Fassung v.20.11.96","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"II: Redaktionslesung/Schluss","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"II: endgült.Fassung v.20.11.96","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"III: Redaktionslesung/Schluss","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"III: endgült.Fassung v20.11.96","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"IV: Redaktionslesung/Schluss","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"IV: endgült.Fassung v.20.11.96","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"V: 2. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"VI: 2. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"VIII: 2. Lesung","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"V: Redaktionslesung/Schluss","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"V: endgült.Fassung v.4.12.96","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"VI: Redaktionslesung/Schluss","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"VI: endgült.Fassung v.4.12.96","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
"VIII: Redaktionslesung/Schluss","https://archivportal.tg.ch/","Sanierungsmassnahmen im StaatshaushaltI: Verwaltungsrechtspflege,Enteignung, Alters- und Hinterlassenenversicherung, Massnahmen gegenArbeitslosigkeit II: Gebühren und Gemengsteuern GrundbuchämterNotariate III: Einführungsgesetz zum Zivilgesetzbuch IV:Strassenverkehrsabgaben V: Strassen und Wege VI: Wasserbau VII: GesetzUnterrichtswesen VIII: Besoldung Staatspersonal IX: BesoldungStaatspersonal und Lehrerbesoldung X: Entlastung MotionsauftragKinderzulagen Landwirtschaft (Mettler)","96/GE 1/6"
